ImageId,EncodedPixels
test_mask_794,20073 10 20315 30 20347 1 20564 34 20813 35 21063 35 21309 39 21556 42 21800 48 22048 49 22297 45 22547 46 22797 46 23047 44 23297 45 23544 47 23792 47 24040 42 24290 41 24540 41 24790 41 25040 41 25290 42 25540 41 25788 43 26034 46 26283 42 26328 1 26533 41 26783 41 27034 40 27284 40 27533 41 27783 41 28033 40 28283 40 28532 41 28782 41 29032 41 29282 41 29532 41 29782 41 30032 41 30282 41 30532 40 30782 37 30820 1 31032 40 31282 40 31532 40 31782 40 32032 39 32282 37 32320 1 32532 37 32570 1 32782 37 32820 1 33032 37 33070 1 33282 41 33531 42 33781 42 34031 42 34281 42 34531 42 34780 43 35030 43 35281 42 35530 43 35777 46 36029 44 36281 42 36531 42 36779 44 37029 44 37280 44 37529 45 37777 47 38029 45 38280 49 38529 50 38779 49 39030 49 39281 48 39530 50 39780 51 40031 57 40282 58 40532 60 40782 58 41032 58 41282 59 41532 64 41782 66 42032 76 42282 81 42532 82 42782 82 43032 82 43282 82 43532 83 43782 87 44033 89 44283 89 44533 89 44783 89 45033 89 45283 89 45533 89 45784 88 46039 82 46290 81 46540 81 46790 81 47040 81 47290 81 47540 81 47791 79 48042 78 48293 77 48547 72 48797 72 49047 72 49297 70 49547 69 49799 68 50054 61 50306 58 50557 56 50807 56 51057 56 51307 56 51558 53 51813 47 52067 40 52323 30 52580 17 52833 12 53083 5 53334 1
test_mask_795,16065 30 16306 56 16556 57 16805 59 17055 59 17305 59 17551 64 17800 65 18047 68 18291 77 18541 78 18791 77 19041 78 19291 78 19541 76 19790 75 20035 72 20283 71 20533 69 20783 66 21033 64 21283 64 21533 58 21594 1 21782 56 22031 49 22281 43 22530 44 22779 45 23028 46 23278 46 23527 47 23776 48 24025 48 24275 48 24525 48 24775 48 25025 48 25275 48 25525 48 25774 49 26024 49 26274 49 26524 49 26774 49 27024 49 27274 49 27524 49 27774 49 28023 50 28273 50 28523 49 28773 50 29019 1 29023 50 29273 50 29522 51 29767 56 30017 55 30267 55 30517 55 30767 56 31017 56 31267 56 31517 56 31767 55 32017 55 32267 55 32517 55 32767 55 33017 55 33267 55 33517 55 33767 55 34017 55 34267 52 34517 50 34767 50 35017 52 35267 53 35517 55 35767 56 36017 56 36268 54 36518 54 36767 55 37017 56 37268 55 37517 56 37767 56 38022 51 38273 51 38523 51 38773 51 39024 50 39274 50 39524 51 39774 56 40024 63 40274 65 40524 69 40594 1 40774 69 41024 71 41275 71 41525 72 41775 80 42025 88 42277 88 42527 90 42777 1 42779 88 43027 1 43030 87 43277 1 43281 88 43531 89 43782 89 44032 90 44282 90 44533 89 44783 89 45033 89 45283 88 45533 88 45784 87 46039 82 46290 80 46540 80 46790 80 47040 80 47290 79 47541 78 47792 77 48047 70 48299 65 48552 61 48805 58 49055 57 49305 57 49556 56 49807 51 50065 41 50326 20
test_mask_796,42081 9 42097 8 42330 27 42577 34 42826 32 43076 36 43325 38 43575 39 43826 41 44079 42 44329 42 44579 42 44829 42 45079 42 45329 42 45579 42 45830 41 46081 40 46331 40 46581 40 46831 40 47081 40 47331 40 47586 34 47837 33 48087 32 48337 29 48588 27 48838 27 49088 27 49338 26 49589 24 49840 22 50092 20 50346 12 50597 4 50603 3 50848 2 50853 3 51098 2 51103 4 51353 3 51599 1 51602 4 51847 10 52103 1 55092 4 55339 9 55587 12 55833 16 56082 17 56332 16 56581 16 56831 16 57081 17 57330 18 57580 19 57830 19 58080 18 58330 17 58580 15 58830 15 59079 15 59329 14 59579 14 59829 15 60080 12 60330 11 60581 8 60832 3 60838 1 61083 1 61088 1
test_mask_797,14101 1 14350 2 14355 5 14597 6 14604 6 14847 6 14854 5 15098 1 15101 1 15104 5 15348 5 15355 4 15590 22 15831 34 16072 49 16316 57 16566 60 16815 62 17065 59 17315 59 17564 60 17626 1 17813 61 17876 1 18056 71 18306 67 18375 1 18555 72 18805 74 19055 72 19306 73 19555 71 19801 71 20048 65 20298 60 20547 60 20798 59 21047 58 21297 58 21547 58 21793 56 22041 49 22291 48 22541 47 22791 47 23041 42 23085 3 23291 48 23541 42 23586 2 23790 42 24040 41 24290 40 24539 36 24578 1 24789 35 25039 35 25289 35 25539 36 25786 38 26034 40 26284 39 26534 39 26784 39 27034 39 27285 38 27534 39 27783 40 28033 40 28283 40 28533 40 28783 39 29033 36 29070 2 29283 39 29533 40 29783 40 30033 40 30283 35 30320 1 30533 34 30783 34 30820 1 31033 34 31070 1 31283 34 31320 1 31533 34 31570 1 31783 38 32033 35 32070 1 32283 34 32533 34 32783 34 32820 1 33033 35 33070 1 33283 36 33320 1 33533 39 33783 40 34033 39 34283 38 34533 35 34570 1 34783 36 34820 1 35033 36 35070 3 35283 40 35533 40 35783 40 36033 40 36284 39 36534 39 36784 39 37035 38 37284 39 37534 39 37783 40 38039 35 38289 38 38540 39 38790 37 39040 38 39290 39 39540 40 39790 41 40040 49 40290 56 40541 55 40790 56 41040 57 41290 57 41541 62 41791 66 42047 70 42297 75 42548 74 42798 74 43048 74 43298 74 43548 74 43798 77 44049 81 44300 80 44555 75 44804 76 45053 77 45304 76 45555 75 45806 74 46061 70 46313 67 46564 66 46814 66 47064 66 47314 66 47564 66 47816 63 48068 60 48324 48 48580 41 48832 39 49083 37 49332 38 49582 33 49617 2 49837 27 50096 11 50109 2
test_mask_798,9848 3 10080 31 10328 37 10576 40 10827 39 11079 38 11329 38 11574 46 11817 57 12063 65 12311 68 12560 69 12811 68 13061 68 13309 70 13557 74 13806 81 14050 88 14299 89 14549 88 14799 87 15049 84 15299 83 15549 84 15798 85 16048 86 16297 87 16547 86 16797 85 17047 84 17297 84 17547 84 17797 84 18041 89 18291 87 18541 82 18791 82 19041 82 19291 87 19541 82 19791 72 20040 48 20290 42 20540 42 20790 41 21040 41 21290 42 21540 42 21790 41 22040 34 22289 35 22540 33 22790 33 23040 33 23290 33 23540 33 23790 33 24039 34 24289 34 24539 33 24790 32 25040 33 25290 33 25540 33 25789 34 26037 36 26289 33 26539 28 26789 28 27039 28 27289 28 27539 28 27788 29 27818 1 28034 32 28070 1 28289 27 28539 27 28789 27 29039 27 29289 27 29539 27 29787 29 30039 27 30289 27 30540 26 30790 26 31040 26 31290 26 31540 26 31790 26 32040 26 32290 26 32540 26 32790 26 33040 26 33290 26 33541 25 33791 25 34041 25 34291 25 34542 24 34792 24 35042 24 35292 24 35542 25 35792 27 36044 2 36047 25 36298 25 36548 25 36798 25 37048 25 37298 24 37548 25 37799 24 38051 24 38305 25 38556 25 38806 24 39056 23 39306 22 39556 21 39807 22 40064 19 40316 22 40569 19 40819 18 41069 18 41322 13
test_mask_799,15091 1 15579 26 15606 2 15823 38 16064 50 16306 64 16556 65 16806 65 17056 65 17305 66 17555 66 17802 70 18048 74 18297 75 18547 75 18797 75 19047 75 19296 76 19544 77 19792 76 20040 71 20290 65 20540 62 20790 58 21040 57 21290 57 21540 51 21593 2 21789 49 22033 48 22283 42 22328 2 22533 41 22783 41 23033 41 23283 41 23533 41 23783 41 24032 41 24282 41 24532 41 24782 41 25032 41 25282 41 25532 41 25782 41 26032 41 26282 41 26532 41 26782 41 27032 41 27282 41 27532 41 27781 42 28029 1 28031 42 28281 41 28531 41 28781 41 29031 41 29281 42 29531 42 29780 42 30029 43 30281 41 30531 41 30780 42 31030 43 31281 42 31531 41 31780 42 32030 41 32281 40 32531 40 32780 41 33030 42 33281 41 33530 42 33779 43 34030 39 34070 1 34281 35 34531 35 34781 35 35031 36 35282 36 35531 40 35781 42 36032 40 36282 39 36532 35 36568 1 36782 35 37032 37 37070 2 37282 40 37532 41 37782 41 38032 41 38283 41 38533 41 38783 41 39033 41 39283 41 39533 41 39783 42 39826 1 40034 53 40286 54 40538 57 40789 54 40844 1 41039 57 41289 58 41540 57 41790 66 42041 73 42291 74 42542 76 42792 76 43042 77 43292 77 43543 77 43797 74 44048 73 44299 72 44549 72 44799 72 45050 71 45300 71 45551 69 45806 64 46061 54 46314 50 46566 48 46816 48 47066 48 47316 48 47566 48 47823 40 48077 30
test_mask_800,8583 11 8597 1 8832 20 9082 20 9334 18 9581 26 9815 49 10059 59 10307 63 10557 64 10807 64 11057 64 11307 64 11555 68 11800 77 12048 81 12297 82 12546 83 12797 83 13047 82 13296 84 13543 89 13792 95 14041 97 14290 97 14540 97 14790 95 15040 92 15290 92 15540 92 15790 92 16040 93 16289 94 16539 94 16789 93 17039 93 17289 92 17539 92 17789 92 18034 96 18284 95 18534 95 18784 95 19034 90 19125 4 19284 95 19534 90 19784 81 20033 64 20283 56 20533 55 20783 56 21033 56 21283 56 21533 55 21783 49 22033 47 22283 41 22533 41 22783 41 23033 41 23283 41 23533 41 23783 41 24033 41 24283 40 24533 40 24783 40 25033 40 25283 40 25533 40 25783 40 26033 40 26283 40 26533 40 26784 39 27034 39 27284 39 27534 39 27783 40 28033 40 28284 39 28537 36 28787 36 29037 36 29287 36 29536 37 29784 39 30034 39 30289 34 30539 34 30790 33 31040 33 31290 33 31540 33 31790 33 32040 33 32290 33 32540 33 32790 33 33040 33 33290 33 33540 33 33790 33 34041 32 34291 32 34542 31 34792 31 35042 31 35293 30 35543 30 35792 31 36047 26 36298 27 36548 27 36798 26 37048 26 37298 26 37549 25 37799 26 38055 25 38306 26 38556 26 38806 25 39056 25 39307 24 39557 23 39813 19 40066 19 40320 19 40573 16 40823 13 41073 12 41331 4
test_mask_801,14081 21 14329 24 14354 5 14575 2 14579 30 14829 30 15079 30 15328 31 15572 40 15820 45 16059 61 16306 65 16555 67 16805 67 17055 67 17305 67 17549 73 17798 74 18046 76 18291 81 18541 81 18791 81 19041 81 19291 81 19541 80 19790 78 20039 72 20284 72 20534 69 20784 69 21034 65 21101 2 21284 70 21533 65 21783 57 22032 49 22282 49 22532 48 22782 48 23032 48 23282 49 23532 49 23782 43 24027 47 24276 47 24526 47 24776 47 25026 47 25276 47 25526 47 25775 48 26025 48 26275 48 26525 48 26775 48 27025 48 27275 48 27525 48 27775 48 28024 49 28275 48 28524 49 28774 49 29024 49 29274 49 29524 49 29774 49 30024 49 30274 49 30524 49 30774 49 31024 49 31274 49 31524 49 31774 49 32024 49 32274 49 32524 49 32774 49 33024 49 33274 49 33524 49 33774 49 34024 49 34275 47 34525 47 34775 47 35025 47 35275 47 35525 48 35775 48 36025 48 36275 48 36525 48 36775 48 37025 48 37275 48 37525 48 37775 48 38027 1 38029 45 38281 44 38326 2 38532 46 38782 45 39032 45 39282 45 39532 48 39782 49 40033 55 40283 61 40534 62 40784 61 41034 61 41284 61 41535 1 41538 58 41789 59 42040 68 42291 69 42542 69 42794 65 43045 65 43295 63 43547 60 43798 59 44050 57 44306 50 44558 46 44812 41 45063 38 45315 36 45566 35
test_mask_802,11632 2 11636 30 11667 5 11856 83 11940 2 12097 102 12343 108 12591 113 12840 114 13089 115 13338 116 13575 1 13577 3 13581 126 13813 146 14058 152 14307 154 14557 158 14806 159 15056 160 15306 160 15555 162 15801 167 16045 176 16291 180 16540 182 16790 182 17040 182 17290 183 17540 184 17789 185 18033 191 18283 191 18533 190 18783 190 19033 190 19283 191 19532 192 19782 192 20028 93 20142 82 20277 86 20400 74 20525 87 20655 68 20775 86 20907 65 21025 80 21109 2 21158 61 21275 80 21360 1 21407 62 21525 80 21658 61 21722 1 21775 74 21850 4 21916 53 21971 4 22025 64 22173 46 22222 2 22274 58 22427 40 22524 58 22684 32 22774 58 22934 27 23024 58 23190 19 23274 58 23441 18 23524 58 23683 24 23774 57 24022 52 24271 53 24519 1 24522 52 24769 55 25018 55 25267 57 25517 57 25767 57 26017 56 26267 56 26517 56 26767 56 27017 56 27267 56 27517 56 27767 56 28017 56 28267 56 28517 52 28570 1 28767 52 29017 50 29267 49 29517 49 29767 50 30017 50 30267 49 30517 49 30767 49 31017 49 31267 49 31517 49 31767 54 32017 55 32267 49 32318 1 32517 50 32767 52 33017 49 33267 49 33517 49 33767 56 34017 56 34267 55 34517 54 34767 53 35017 54 35267 56 35517 56 35767 56 36017 56 36268 56 36518 56 36767 57 37020 54 37270 54 37518 56 37768 56 37936 22 38022 59 38182 28 38274 57 38427 34 38463 1 38524 58 38680 36 38774 58 38930 37 39024 58 39177 40 39274 58 39426 47 39524 58 39673 53 39774 59 39918 62 40024 72 40163 68 40275 72 40349 2 40410 72 40525 78 40658 74 40775 76 40852 1 40908 75 41025 80 41157 76 41275 80 41405 78 41525 81 41653 81 41775 94 41899 86 42032 205 42282 208 42532 208 42782 208 43032 208 43282 208 43532 208 43783 207 44035 205 44287 203 44540 200 44790 200 45040 200 45290 200 45540 199 45791 197 46045 193 46297 191 46548 190 46798 189 47048 190 47298 190 47548 192 47799 190 48052 185 48306 181 48563 174 48814 173 49064 173 49315 172 49565 172 49817 170 50071 165 50330 155 50585 150 50836 149 51087 148 51337 146 51588 144 51841 2 51844 137 52099 131 52363 116 52629 98 52881 11 52893 84 53145 81 53395 74 53653 62 53917 44
test_mask_803,14075 2 14081 9 14323 29 14566 3 14571 31 14815 37 15066 3 15071 31 15316 4 15321 32 15564 45 15808 54 16050 64 16297 73 16547 74 16797 74 17047 74 17297 74 17544 77 17792 79 18040 81 18290 81 18539 82 18789 82 19039 82 19289 82 19539 82 19784 81 20032 74 20282 68 20532 64 20782 59 21032 58 21282 58 21532 57 21779 53 22026 50 22275 49 22525 49 22775 49 23025 49 23275 49 23525 49 23775 49 24025 48 24274 49 24524 49 24774 49 25024 49 25274 49 25524 49 25774 49 26021 52 26272 51 26523 49 26773 50 27019 1 27023 50 27273 50 27522 51 27767 56 28017 56 28267 55 28517 55 28767 55 29017 55 29267 55 29517 55 29767 55 30017 55 30267 55 30517 55 30767 56 31017 56 31267 56 31517 55 31767 55 32017 55 32267 55 32517 55 32767 55 33017 55 33267 55 33517 55 33767 55 34017 50 34267 50 34517 49 34767 50 35017 50 35267 50 35517 52 35767 55 36017 50 36068 2 36271 46 36521 45 36769 1 36771 46 37022 47 37273 49 37522 50 37772 51 38024 49 38274 49 38524 49 38774 49 39024 50 39274 50 39524 50 39774 51 39827 1 40025 62 40275 64 40525 68 40775 65 40842 1 41025 65 41092 1 41275 70 41525 72 41776 73 41851 2 42032 80 42282 82 42532 82 42782 82 43032 82 43282 82 43532 82 43783 82 44034 81 44287 78 44539 75 44790 74 45040 74 45290 73 45540 72 45791 70 46048 59 46299 57 46554 52 46804 51 47055 51 47306 50 47551 1 47555 50 47807 45 48067 29
test_mask_804,13567 35 13806 58 14052 63 14299 67 14549 68 14799 68 15049 68 15300 67 15548 72 15797 74 16042 80 16290 83 16540 84 16790 83 17039 85 17290 84 17537 86 17784 89 18033 90 18282 90 18532 90 18782 90 19032 90 19282 90 19532 89 19781 87 20026 81 20275 79 20525 76 20775 73 21025 72 21275 72 21525 72 21774 66 22024 57 22274 57 22524 56 22774 56 23023 58 23274 57 23523 58 23769 1 23772 58 24017 57 24267 57 24517 56 24767 56 25017 56 25267 57 25517 57 25767 57 26017 57 26267 56 26517 56 26767 56 27017 56 27267 56 27517 56 27766 57 28016 57 28266 57 28516 57 28766 57 29016 57 29266 57 29516 57 29766 57 30016 57 30266 57 30516 57 30766 57 31016 57 31266 57 31516 57 31766 57 32016 57 32266 57 32516 56 32766 56 33016 56 33266 57 33516 57 33766 57 34016 57 34266 56 34516 56 34766 56 35016 56 35266 57 35516 57 35766 57 36016 57 36266 57 36516 57 36767 56 37017 56 37267 56 37516 57 37766 57 38017 56 38267 57 38517 57 38767 57 39017 57 39267 58 39517 60 39767 64 40017 71 40267 73 40517 78 40767 76 41017 78 41267 79 41517 80 41772 82 42024 90 42274 93 42524 95 42774 94 43024 95 43274 96 43525 95 43775 97 44025 98 44276 97 44526 97 44776 97 45026 98 45277 97 45525 98 45782 91 46032 91 46283 89 46533 89 46783 89 47033 89 47283 89 47533 88 47784 87 48040 81 48290 79 48541 74 48791 74 49041 74 49291 73 49542 72 49797 66 50049 63 50306 50 50559 46 50813 41 51063 40 51313 37 51564 35 51817 30 52075 16
test_mask_805,11566 5 11574 4 11799 41 11842 2 12043 60 12291 63 12540 66 12790 66 13040 67 13109 1 13290 67 13359 1 13535 78 13783 86 14032 88 14276 94 14526 95 14776 95 15026 95 15277 94 15525 97 15775 97 16024 101 16274 104 16523 107 16769 1 16773 107 17019 111 17268 112 17517 112 17767 112 18017 110 18267 107 18516 107 18766 107 19016 107 19266 109 19516 107 19766 102 20015 90 20261 90 20352 1 20510 88 20760 87 21010 87 21260 87 21510 87 21759 81 22009 73 22259 72 22509 72 22759 72 23009 72 23259 72 23509 72 23759 72 24008 66 24258 66 24508 66 24758 66 25008 65 25258 66 25508 66 25758 66 26007 67 26257 66 26507 66 26757 66 27006 67 27256 67 27503 1 27505 68 27753 70 28003 70 28253 70 28503 70 28753 70 29003 70 29253 70 29503 70 29752 71 30002 71 30252 71 30502 70 30752 71 31002 71 31252 71 31502 71 31752 71 32002 71 32253 70 32503 69 32753 69 33004 68 33257 66 33507 66 33753 70 34003 70 34257 66 34507 65 34757 65 35007 65 35257 66 35507 66 35758 65 36008 65 36258 65 36508 65 36759 64 37009 64 37259 64 37509 64 37759 64 38009 65 38259 66 38326 1 38509 66 38576 1 38759 66 39009 66 39076 2 39259 70 39509 71 39759 72 40009 80 40260 86 40510 86 40760 86 41010 86 41260 87 41511 86 41762 93 42016 99 42266 105 42517 104 42767 104 43017 105 43267 105 43517 105 43767 108 44024 105 44274 105 44524 105 44774 105 45024 105 45274 105 45525 104 45775 103 46031 97 46282 95 46532 94 46782 94 47032 94 47282 91 47374 1 47532 90 47783 89 48036 86 48290 81 48542 78 48797 73 49047 73 49297 73 49548 67 49616 3 49799 66 50055 59 50315 42 50572 34 50824 31 51075 28 51325 2 51331 20 51582 5 51589 11
test_mask_806,14597 2 14600 2 14846 6 15098 1 15101 1 15348 4 15579 30 15824 39 16064 55 16307 65 16556 67 16806 67 17056 67 17306 67 17555 68 17803 70 18048 75 18298 75 18547 76 18797 76 19047 76 19297 76 19544 79 19792 80 20040 73 20290 67 20540 65 20790 64 21040 63 21290 64 21539 58 21787 55 22033 49 22283 48 22533 48 22783 48 23033 48 23283 48 23533 48 23783 47 24032 42 24282 41 24532 41 24782 41 25032 41 25282 41 25532 41 25782 41 26030 43 26281 42 26531 42 26779 44 27029 44 27280 43 27530 43 27777 46 28027 46 28278 45 28529 44 28777 46 29027 46 29277 46 29527 46 29776 47 30026 47 30276 47 30527 46 30776 47 31027 46 31277 46 31526 47 31776 47 32026 46 32277 45 32527 45 32777 45 33027 45 33278 45 33527 46 33776 47 34027 46 34279 43 34529 42 34778 43 35028 43 35280 43 35528 45 35777 46 36030 43 36281 42 36531 42 36781 42 37032 41 37282 41 37532 41 37782 41 38032 42 38282 42 38532 42 38782 42 39032 42 39282 43 39326 1 39533 47 39783 48 40033 55 40284 61 40536 60 40787 59 41039 57 41289 58 41539 58 41790 66 42040 74 42291 76 42368 1 42541 79 42791 79 43041 80 43292 79 43543 78 43797 75 44048 74 44299 73 44550 72 44800 72 45051 71 45301 71 45551 71 45806 65 46063 57 46316 48 46571 43 46821 43 47072 42 47323 41 47573 41 47829 35 48083 23
test_mask_807,16097 16 16332 38 16582 39 16832 39 17083 38 17337 34 17584 37 17834 37 18082 34 18331 34 18581 34 18832 33 19082 33 19333 32 19584 1 19586 29 19838 19
test_mask_808,12085 2 12320 1 12326 14 12566 30 12815 34 12850 3 13066 37 13316 37 13556 56 13797 74 14043 79 14291 81 14540 82 14790 82 15040 82 15290 82 15540 83 15789 86 16033 96 16282 99 16532 101 16782 103 17032 103 17282 103 17532 103 17782 101 18027 104 18276 103 18525 104 18775 104 19025 104 19275 105 19525 102 19775 95 20025 82 20274 81 20524 79 20774 79 21024 74 21100 3 21274 74 21350 3 21524 73 21773 73 22017 65 22086 2 22267 65 22517 64 22767 64 23017 64 23267 64 23517 64 23767 64 24017 57 24267 57 24517 57 24767 57 25017 56 25267 57 25516 58 25766 58 26016 58 26266 57 26516 57 26766 57 27016 57 27266 57 27516 57 27766 57 28015 58 28266 57 28516 57 28765 58 29015 58 29266 57 29516 57 29766 57 30016 57 30266 57 30516 57 30766 56 31016 57 31266 57 31516 57 31766 57 32016 57 32266 56 32516 56 32766 56 33016 56 33266 53 33320 3 33516 57 33766 57 34016 57 34266 57 34516 56 34767 54 35017 55 35266 57 35516 57 35766 57 36016 57 36267 56 36517 56 36767 56 37017 56 37267 56 37517 56 37767 56 38017 58 38076 2 38267 63 38517 64 38767 64 39017 64 39267 64 39517 64 39768 64 40024 65 40274 72 40524 72 40774 72 41024 73 41274 73 41524 74 41599 2 41775 81 42025 97 42276 98 42527 97 42777 1 42780 93 43031 98 43281 98 43531 98 43782 99 44033 106 44283 106 44534 105 44784 106 45034 107 45143 2 45284 105 45394 1 45534 105 45789 100 46041 97 46293 94 46547 90 46797 89 47047 89 47297 89 47548 87 47799 85 48052 80 48314 63 48568 54 48821 51 49073 49 49329 43 49580 41 49832 32 50088 1 50090 1 50092 15 50109 2
test_mask_809,16075 11 16314 39 16558 3 16563 47 16807 5 16813 48 17058 53 17309 50 17556 56 17806 57 18049 65 18298 67 18548 67 18798 67 19047 68 19297 68 19545 70 19792 72 20040 71 20290 66 20540 65 20790 64 21040 63 21290 64 21539 59 21787 54 22033 49 22283 48 22533 48 22783 47 23033 42 23076 4 23283 48 23533 47 23783 41 24032 42 24282 41 24532 41 24782 41 25032 41 25282 41 25532 41 25781 42 26027 46 26280 43 26530 43 26778 45 27027 46 27279 44 27529 44 27777 46 28026 47 28277 46 28527 46 28777 45 29026 47 29277 46 29526 47 29776 47 30025 48 30276 46 30526 46 30776 46 31026 46 31276 47 31526 47 31775 47 32025 46 32276 46 32527 44 32776 45 33026 46 33277 46 33527 46 33776 46 34026 46 34277 44 34528 41 34570 1 34777 42 34820 1 35027 42 35070 1 35278 45 35527 46 35776 47 36029 44 36281 42 36531 42 36781 42 37031 42 37281 42 37531 42 37782 41 38032 42 38282 42 38532 42 38782 42 39032 42 39282 42 39532 48 39782 49 40033 55 40283 63 40533 63 40783 63 41034 63 41283 64 41533 65 41785 71 42040 74 42290 77 42540 80 42790 80 43040 80 43290 81 43541 80 43791 81 44047 76 44297 76 44548 75 44798 75 45048 75 45298 75 45548 74 45801 71 46056 66 46307 64 46558 63 46808 63 47058 63 47308 63 47558 63 47813 57 48065 54 48322 42 48580 31 48832 25 49083 24 49338 4 49343 14 49589 1 49595 11 49847 1
test_mask_810,15582 1 15587 8 15824 31 15856 3 16064 49 16306 64 16556 64 16806 65 17056 65 17306 64 17556 65 17803 1 17805 65 18048 74 18298 73 18547 74 18797 74 19047 75 19296 76 19543 78 19791 76 20040 67 20290 59 20540 56 20790 51 21040 50 21290 50 21344 1 21540 49 21789 43 22033 44 22283 41 22533 41 22783 41 23033 41 23283 41 23533 40 23782 41 24032 41 24282 40 24532 40 24782 40 25032 40 25282 41 25532 41 25782 41 26030 42 26279 42 26529 38 26777 40 27027 40 27277 40 27318 1 27527 40 27568 1 27777 44 28025 42 28068 1 28276 40 28526 40 28776 40 29026 41 29276 41 29526 41 29775 42 30025 41 30275 41 30525 41 30775 41 31025 41 31275 41 31525 41 31775 41 32025 41 32275 41 32525 41 32775 41 33025 41 33275 41 33525 41 33775 41 34025 41 34276 40 34526 40 34776 40 35026 40 35276 40 35525 41 35775 44 36027 40 36280 36 36530 36 36779 37 37031 36 37281 38 37531 41 37781 41 38032 41 38282 41 38532 42 38782 42 39032 42 39282 42 39532 42 39782 43 40033 54 40283 56 40534 56 40784 56 41034 56 41284 61 41534 63 41789 64 42040 73 42290 74 42541 74 42791 74 43041 74 43291 74 43541 74 43793 73 44048 69 44298 69 44549 67 44799 66 45049 66 45299 66 45550 64 45806 57 46061 47 46316 40 46573 31 46605 1 46824 32 47074 32 47324 32 47574 31 47831 16
test_mask_811,15599 4 15604 5 15841 22 16076 43 16321 51 16571 51 16821 52 17070 53 17320 53 17566 56 17814 59 18062 61 18307 66 18556 66 18806 66 19056 66 19306 67 19556 66 19806 63 19871 1 20052 60 20300 56 20549 54 20800 50 21049 49 21299 48 21549 42 21593 3 21798 41 22048 33 22297 34 22544 2 22547 33 22797 28 22826 4 23047 28 23076 4 23297 33 23547 28 23576 4 23793 31 24041 32 24291 32 24541 32 24791 32 25041 32 25291 32 25541 32 25791 32 26040 33 26290 33 26540 32 26790 29 26820 2 27040 33 27290 29 27320 3 27540 29 27570 2 27790 29 27820 2 28040 29 28070 1 28290 26 28540 26 28790 26 29040 26 29290 26 29540 26 29790 26 30040 26 30290 26 30540 26 30790 26 31040 26 31290 26 31540 26 31790 26 32040 26 32290 26 32540 26 32790 26 33040 26 33290 26 33540 26 33790 26 34040 26 34291 25 34541 25 34791 25 35041 25 35291 25 35541 28 35791 31 36041 31 36291 32 36542 31 36792 31 37042 31 37292 31 37542 31 37792 31 38047 27 38298 27 38548 30 38798 29 39048 29 39298 29 39548 32 39798 33 40050 37 40305 34 40555 40 40805 40 41055 39 41305 40 41555 41 41806 42 41851 3 42056 58 42308 57 42559 56 42809 56 43059 56 43308 57 43562 52 43814 51 44067 47 44323 41 44575 39 44825 38 45076 36 45329 33 45581 25
test_mask_812,43581 3 43588 4 43831 4 43837 7 43845 11 44080 26 44331 26 44581 27 44830 29 44861 2 45080 34 45326 1 45329 35 45576 38 45829 36 46081 34 46331 33 46581 32 46831 33 47081 33 47331 33 47581 34 47831 34 48081 33 48338 5 48347 10
